1	1000	10
46	13	1	1
26	23	1	1
27	22	1	1
54	11	0	1
31	19	1	1
58	10	0	1
29	20	1	1
34	17	1	1
32	18	0	1
36	16	1	1
26	22	0	1
43	13	0	1
31	18	1	1
69	8	1	1
25	22	1	1
39	14	1	1
78	7	1	1
42	13	0	1
32	17	1	1
90	6	1	1
45	12	1	1
27	20	0	1
67	8	1	1
76	7	1	1
59	9	1	1
24	22	1	1
88	6	1	1
48	11	0	1
75	7	0	1
52	10	1	1
40	13	1	1
65	8	0	1
26	20	1	1
74	7	1	1
51	10	0	1
23	22	1	1
24	21	1	1
28	18	1	1
25	20	0	1
50	10	1	1
83	6	1	1
31	16	1	1
45	11	0	1
41	12	0	1
27	18	1	1
81	6	0	1
69	7	0	1
32	15	1	1
60	8	1	1
40	12	0	1
34	14	1	1
28	17	1	1
79	6	1	1
43	11	0	1
59	8	1	1
39	12	0	1
29	16	1	1
42	11	0	1
77	6	0	1
33	14	0	1
23	20	0	1
24	19	1	1
76	6	0	1
41	11	1	1
56	8	0	1
28	16	1	1
32	14	0	1
37	12	0	1
49	9	0	1
22	20	1	1
48	9	1	1
72	6	1	1
43	10	0	1
33	13	0	1
30	14	1	1
28	15	0	1
23	18	0	1
46	9	0	1
34	12	1	1
51	8	0	1
27	15	1	1
25	16	0	1
44	9	1	1
66	6	0	1
36	11	1	1
33	12	0	1
65	6	1	1
24	16	1	1
38	10	1	1
54	7	0	1
63	6	0	1
34	11	1	1
61	6	0	1
26	14	0	1
33	11	1	1
30	12	1	1
36	10	0	1
60	6	0	1
51	7	0	1
39	9	0	1
23	15	0	1
34	10	1	1
28	12	0	1
33	10	0	1
47	7	1	1
54	6	1	1
32	10	0	1
53	6	1	1
18	17	0	1
30	10	1	1
50	6	0	1
23	13	1	1
33	9	0	1
49	6	1	1
29	10	0	1
26	11	0	1
19	15	1	1
47	6	1	1
46	6	0	1
25	11	0	1
34	8	1	1
17	16	0	1
30	9	1	1
27	10	0	1
22	12	0	1
43	6	0	1
42	6	1	1
35	7	0	1
30	8	1	1
21	11	1	1
23	10	1	1
38	6	0	1
25	9	1	1
21	10	1	1
15	14	0	1
19	11	1	1
29	7	0	1
22	9	0	1
28	7	0	1
24	8	0	1
27	7	1	1
17	11	0	1
18	10	0	1
15	12	1	1
16	11	0	1
17	10	0	1
21	8	1	1
27	6	1	1
23	7	1	1
21	7	1	1
13	11	1	1
23	6	0	1
17	8	1	1
15	9	0	1
12	11	0	1
14	9	1	1
13	9	0	1
16	7	1	1
12	9	1	1
18	6	1	1
10	10	1	1
11	9	0	1
16	6	0	1
10	8	0	1
9	8	1	1
12	6	1	1
11	6	1	1
10	6	0	1
7	6	0	1
6	6	1	1


335	1000	1000
90	90	0	1
90	89	1	1
89	89	1	1
89	88	1	1
88	87	1	1
90	83	1	1
86	86	0	1
87	85	0	1
88	84	1	1
90	82	1	1
87	84	1	1
90	81	0	1
88	82	0	1
84	84	0	1
84	83	0	1
88	79	1	1
84	81	0	1
85	80	1	1
90	75	0	1
85	79	0	1
86	77	0	1
87	76	1	1
89	74	0	1
86	76	0	1
82	79	0	1
83	78	0	1
85	76	0	1
86	75	1	1
87	73	0	1
84	75	1	1
87	72	0	1
89	70	1	1
81	76	0	1
89	69	1	1
90	68	1	1
80	76	1	1
88	69	1	1
85	71	0	1
86	70	0	1
78	77	1	1
79	76	1	1
87	69	0	1
83	72	0	1
86	69	1	1
83	71	0	1
85	69	0	1
78	75	0	1
78	74	0	1
80	72	0	1
76	75	0	1
77	74	0	1
78	73	0	1
86	66	1	1
81	70	0	1
82	69	1	1
85	66	1	1
80	70	0	1
81	69	0	1
87	64	0	1
80	69	0	1
79	69	0	1
81	67	1	1
90	60	0	1
78	69	0	1
86	62	1	1
80	66	1	1
81	65	0	1
75	70	0	1
78	67	0	1
87	60	1	1
79	66	1	1
85	61	0	1
81	64	0	1
73	71	0	1
76	68	1	1
89	58	1	1
86	60	1	1
77	67	1	1
78	66	1	1
79	65	0	1
84	61	1	1
75	68	1	1
82	62	0	1
86	59	1	1
89	57	1	1
74	68	0	1
75	67	1	1
88	57	0	1
82	61	1	1
78	64	1	1
83	60	1	1
79	63	0	1
80	62	0	1
88	56	1	1
78	63	1	1
72	68	0	1
80	61	1	1
72	67	1	1
73	66	1	1
86	56	1	1
90	53	1	1
72	66	1	1
79	60	0	1
86	55	0	1
75	63	0	1
89	53	0	1
69	68	1	1
71	66	1	1
78	60	1	1
85	55	1	1
82	57	0	1
83	56	1	1
76	61	1	1
84	55	1	1
77	60	1	1
71	65	1	1
87	53	0	1
82	56	0	1
88	52	0	1
75	61	0	1
80	57	1	1
69	66	0	1
77	59	1	1
73	62	0	1
90	50	0	1
84	53	0	1
82	54	1	1
75	59	1	1
79	56	0	1
67	66	0	1
80	55	0	1
73	60	0	1
78	56	0	1
84	52	0	1
69	63	0	1
79	55	1	1
76	57	0	1
72	60	0	1
83	52	0	1
88	49	1	1
73	59	0	1
86	50	1	1
78	55	0	1
66	64	1	1
86	49	0	1
81	52	1	1
75	56	0	1
79	53	0	1
76	55	0	1
73	57	1	1
77	54	1	1
69	60	1	1
88	47	0	1
78	53	0	1
86	48	1	1
82	50	0	1
89	46	1	1
80	51	1	1
70	58	1	1
78	52	1	1
90	45	0	1
88	46	0	1
73	55	1	1
68	59	0	1
87	46	1	1
78	51	1	1
71	56	1	1
81	49	0	1
65	61	0	1
90	44	1	1
76	52	1	1
69	57	0	1
87	45	1	1
75	52	1	1
78	50	1	1
67	58	0	1
76	51	1	1
88	44	0	1
69	56	0	1
80	48	0	1
66	58	1	1
87	44	0	1
67	57	0	1
73	52	0	1
88	43	0	1
62	61	0	1
84	45	1	1
70	54	1	1
74	51	1	1
80	47	0	1
89	42	0	1
73	51	1	1
61	61	1	1
64	58	0	1
70	53	1	1
74	50	0	1
84	44	1	1
82	45	0	1
68	54	0	1
62	59	1	1
87	42	1	1
77	47	1	1
86	42	1	1
84	43	0	1
75	48	0	1
72	50	0	1
62	58	1	1
63	57	1	1
78	46	1	1
76	47	0	1
85	42	0	1
83	43	1	1
67	53	0	1
77	46	0	1
61	58	0	1
68	52	1	1
82	43	0	1
75	47	0	1
80	44	0	1
69	51	0	1
78	45	0	1
66	53	0	1
83	42	0	1
81	43	1	1
59	59	1	1
89	39	1	1
63	55	1	1
72	48	0	1
84	41	1	1
78	44	0	1
66	52	1	1
76	45	0	1
61	56	1	1
62	55	1	1
81	42	1	1
79	43	1	1
87	39	1	1
64	53	1	1
72	47	1	1
89	38	1	1
59	57	1	1
60	56	0	1
70	48	0	1
80	42	1	1
73	46	0	1
68	49	0	1
83	40	0	1
87	38	0	1
58	57	1	1
66	50	0	1
89	37	1	1
73	45	0	1
67	49	0	1
84	39	0	1
63	52	0	1
68	48	0	1
58	56	0	1
90	36	1	1
79	41	1	1
83	39	0	1
73	44	1	1
89	36	0	1
64	50	1	1
78	41	1	1
68	47	0	1
76	42	0	1
62	51	1	1
79	40	0	1
77	41	1	1
75	42	0	1
73	43	1	1
57	55	0	1
84	37	1	1
69	45	1	1
72	43	0	1
63	49	0	1
67	46	1	1
88	35	0	1
90	34	0	1
61	50	1	1
62	49	0	1
66	46	1	1
82	37	0	1
89	34	0	1
72	42	0	1
70	43	1	1
64	47	1	1
60	50	0	1
73	41	0	1
68	44	1	1
88	34	1	1
55	54	1	1
56	53	1	1
69	43	1	1
58	51	1	1
67	44	0	1
84	35	1	1
77	38	1	1
86	34	1	1
73	40	1	1
81	36	0	1
54	54	0	1
55	53	1	1
56	52	1	1
66	44	1	1
64	45	0	1
82	35	1	1
70	41	0	1
65	44	1	1
75	38	1	1
73	39	1	1
58	49	1	1
71	40	1	1
66	43	1	1
63	45	1	1
69	41	0	1
53	53	1	1
78	36	0	1
61	46	1	1
57	49	0	1
62	45	1	1
68	41	1	1
58	48	0	1
87	32	1	1
73	38	1	1
84	33	0	1
71	39	1	1
69	40	1	1
86	32	0	1
83	33	1	1
58	47	0	1
59	46	1	1
64	42	0	1
57	47	1	1
58	46	1	1
86	31	0	1
83	32	0	1
54	49	0	1
80	33	0	1
60	44	1	1
88	30	0	1
82	32	0	1
84	31	1	1
62	42	0	1
51	51	0	1
59	44	1	1
54	48	1	1
55	47	1	1
60	43	1	1
66	39	0	1
83	31	0	1
73	35	0	1
88	29	0	1
75	34	0	1
51	50	0	1
62	41	1	1
82	31	1	1
90	28	1	1
63	40	0	1
74	34	1	1
68	37	0	1
81	31	0	1
66	38	1	1
61	41	0	1
50	50	0	1
78	32	0	1
89	28	0	1
53	47	1	1
83	30	0	1
71	35	0	1
69	36	0	1
62	40	0	1
67	37	1	1
77	32	0	1
88	28	1	1
70	35	1	1
68	36	0	1
64	38	0	1
76	32	0	1
81	30	1	1
71	34	0	1
50	48	0	1
60	40	1	1
80	30	0	1
51	47	0	1
63	38	0	1
77	31	1	1
70	34	1	1
54	44	1	1
88	27	1	1
72	33	0	1
74	32	0	1
55	43	1	1
76	31	1	1
84	28	0	1
81	29	1	1
69	34	1	1
65	36	1	1
57	41	0	1
83	28	0	1
80	29	1	1
64	36	1	1
50	46	1	1
82	28	1	1
56	41	1	1
74	31	0	1
79	29	0	1
88	26	1	1
57	40	1	1
84	27	1	1
87	26	0	1
58	39	0	1
48	47	0	1
55	41	1	1
75	30	1	1
83	27	0	1
56	40	0	1
80	28	0	1
86	26	1	1
53	42	0	1
60	37	1	1
74	30	0	1
79	28	0	1
85	26	1	1
69	32	1	1
76	29	0	1
58	38	0	1
88	25	0	1
56	39	1	1
64	34	1	1
47	46	0	1
72	30	1	1
90	24	0	1
48	45	0	1
58	37	1	1
65	33	0	1
52	41	0	1
82	26	1	1
47	45	0	1
48	44	0	1
50	42	1	1
87	24	1	1
65	32	1	1
69	30	0	1
53	39	1	1
71	29	0	1
79	26	1	1
66	31	1	1
62	33	0	1
51	40	1	1
85	24	1	1
52	39	0	1
45	45	0	1
75	27	1	1
46	44	1	1
63	32	1	1
84	24	1	1
59	34	1	1
87	23	0	1
50	40	1	1
74	27	0	1
90	22	1	1
60	33	1	1
79	25	1	1
47	42	1	1
82	24	1	1
49	40	0	1
70	28	1	1
78	25	0	1
59	33	0	1
67	29	0	1
77	25	1	1
52	37	1	1
48	40	0	1
80	24	0	1
49	39	1	1
53	36	0	1
76	25	1	1
59	32	1	1
57	33	1	1
72	26	0	1
85	22	0	1
89	21	0	1
69	27	1	1
49	38	1	1
84	22	0	1
66	28	1	1
71	26	0	1
45	41	1	1
68	27	1	1
54	34	0	1
87	21	0	1
63	29	0	1
70	26	1	1
65	28	0	1
43	42	0	1
44	41	1	1
45	40	1	1
75	24	0	1
90	20	0	1
50	36	1	1
47	38	1	1
81	22	1	1
66	27	1	1
89	20	1	1
52	34	1	1
84	21	0	1
88	20	1	1
55	32	0	1
65	27	1	1
70	25	1	1
87	20	1	1
58	30	1	1
60	29	0	1
47	37	0	1
51	34	0	1
72	24	1	1
54	32	0	1
82	21	1	1
78	22	0	1
55	31	1	1
71	24	1	1
63	27	1	1
51	33	1	1
56	30	1	1
48	35	1	1
60	28	1	1
80	21	1	1
54	31	0	1
44	38	0	1
49	34	1	1
45	37	1	1
52	32	0	1
83	20	1	1
87	19	1	1
59	28	1	1
78	21	1	1
86	19	0	1
43	38	1	1
48	34	0	1
45	36	1	1
47	34	1	1
76	21	1	1
59	27	0	1
88	18	0	1
72	22	1	1
66	24	1	1
79	20	1	1
83	19	0	1
75	21	0	1
63	25	0	1
49	32	0	1
54	29	1	1
52	30	0	1
60	26	0	1
41	38	1	1
55	28	0	1
44	35	0	1
59	26	1	1
85	18	1	1
90	17	0	1
46	33	0	1
69	22	0	1
89	17	0	1
56	27	0	1
42	36	0	1
63	24	1	1
44	34	0	1
88	17	0	1
83	18	0	1
78	19	1	1
87	17	0	1
64	23	1	1
42	35	0	1
54	27	0	1
39	37	0	1
48	30	0	1
41	35	0	1
53	27	1	1
55	26	1	1
65	22	1	1
75	19	0	1
79	18	0	1
43	33	1	1
59	24	0	1
83	17	1	1
88	16	1	1
74	19	0	1
38	37	0	1
78	18	0	1
70	20	1	1
45	31	0	1
48	29	0	1
58	24	0	1
66	21	0	1
63	22	0	1
81	17	0	1
86	16	1	1
62	22	0	1
44	31	0	1
47	29	1	1
85	16	1	1
50	27	0	1
71	19	0	1
64	21	1	1
84	16	1	1
79	17	0	1
61	22	1	1
67	20	1	1
43	31	1	1
37	36	1	1
70	19	0	1
51	26	0	1
88	15	1	1
45	29	0	1
65	20	1	1
36	36	1	1
37	35	0	1
76	17	1	1
86	15	0	1
46	28	1	1
40	32	0	1
75	17	1	1
51	25	0	1
53	24	0	1
84	15	1	1
70	18	0	1
66	19	1	1
78	16	0	1
73	17	0	1
65	19	0	1
44	28	0	1
56	22	0	1
41	30	0	1
68	18	0	1
72	17	0	1
53	23	1	1
87	14	1	1
42	29	1	1
38	32	1	1
64	19	1	1
81	15	1	1
45	27	1	1
43	28	1	1
50	24	1	1
70	17	1	1
54	22	1	1
36	33	1	1
79	15	0	1
37	32	1	1
59	20	0	1
56	21	0	1
42	28	1	1
49	24	1	1
39	30	1	1
90	13	1	1
78	15	0	1
73	16	1	1
40	29	0	1
68	17	1	1
35	33	0	1
77	15	1	1
48	24	0	1
46	25	0	1
41	28	1	1
52	22	0	1
34	33	1	1
36	31	0	1
62	18	1	1
74	15	1	1
37	30	1	1
85	13	0	1
65	17	0	1
48	23	0	1
46	24	1	1
61	18	0	1
73	15	1	1
42	26	1	1
39	28	1	1
33	33	1	1
34	32	1	1
49	22	1	1
67	16	1	1
82	13	0	1
59	18	1	1
44	24	0	1
34	31	0	1
81	13	1	1
75	14	1	1
87	12	1	1
80	13	1	1
43	24	0	1
35	29	0	1
78	13	0	1
63	16	1	1
72	14	0	1
67	15	0	1
59	17	0	1
50	20	1	1
83	12	0	1
62	16	0	1
45	22	1	1
90	11	1	1
52	19	0	1
70	14	0	1
61	16	1	1
39	25	0	1
75	13	1	1
65	15	0	1
81	12	1	1
88	11	0	1
69	14	1	1
80	12	1	1
48	20	0	1
60	16	1	1
34	28	1	1
86	11	1	1
35	27	0	1
39	24	1	1
78	12	1	1
55	17	0	1
85	11	1	1
84	11	1	1
33	28	0	1
42	22	0	1
66	14	0	1
46	20	1	1
51	18	0	1
48	19	0	1
65	14	1	1
35	26	0	1
60	15	0	1
69	13	0	1
39	23	0	1
56	16	1	1
47	19	1	1
33	27	1	1
37	24	1	1
34	26	1	1
88	10	0	1
80	11	0	1
46	19	0	1
67	13	1	1
79	11	1	1
31	28	0	1
72	12	1	1
36	24	0	1
86	10	0	1
71	12	1	1
40	21	0	1
30	28	0	1
56	15	1	1
31	27	0	1
76	11	0	1
52	16	0	1
83	10	1	1
36	23	1	1
39	21	1	1
63	13	0	1
68	12	0	1
37	22	1	1
58	14	1	1
45	18	0	1
40	20	0	1
38	21	0	1
36	22	0	1
49	16	1	1
28	28	0	1
87	9	1	1
46	17	0	1
65	12	0	1
41	19	1	1
77	10	1	1
47	16	1	1
30	25	1	1
75	10	1	1
74	10	0	1
32	23	1	1
33	22	1	1
48	15	1	1
36	20	0	1
42	17	1	1
64	11	0	1
37	19	0	1
27	26	1	1
35	20	0	1
43	16	0	1
31	22	1	1
34	20	1	1
48	14	1	1
32	21	1	1
67	10	0	1
35	19	1	1
39	17	1	1
66	10	1	1
33	20	0	1
65	10	0	1
26	25	1	1
36	18	1	1
34	19	1	1
43	15	0	1
28	23	1	1
46	14	0	1
32	20	1	1
71	9	0	1
49	13	1	1
42	15	1	1
30	21	1	1
57	11	0	1
52	12	0	1
62	10	0	1
88	7	1	1
44	14	0	1
41	15	0	1
34	18	0	1
68	9	0	1
51	12	1	1
36	17	0	1
55	11	0	1
75	8	0	1
30	20	0	1
26	23	0	1
33	18	1	1
53	11	0	1
83	7	1	1
29	20	0	1
34	17	1	1
32	18	1	1
25	23	0	1
82	7	0	1
71	8	0	1
81	7	0	1
33	17	0	1
40	14	0	1
37	15	1	1
46	12	1	1
55	10	0	1
61	9	1	1
39	14	1	1
68	8	1	1
67	8	0	1
41	13	0	1
28	19	0	1
53	10	0	1
23	23	0	1
24	22	1	1
33	16	1	1
31	17	0	1
87	6	0	1
74	7	1	1
85	6	0	1
23	22	1	1
36	14	0	1
50	10	1	1
41	12	1	1
70	7	0	1
32	15	1	1
30	16	1	1
40	12	0	1
43	11	0	1
39	12	1	1
36	13	0	1
78	6	1	1
58	8	1	1
77	6	0	1
46	10	0	1
23	20	0	1
38	12	1	1
76	6	1	1
30	15	1	1
50	9	0	1
25	18	0	1
56	8	0	1
26	17	0	1
49	9	0	1
44	10	1	1
73	6	0	1
23	19	1	1
31	14	1	1
27	16	0	1
61	7	0	1
21	20	1	1
60	7	0	1
42	10	0	1
38	11	0	1
26	16	1	1
58	7	1	1
67	6	1	1
25	16	0	1
21	19	1	1
66	6	1	1
44	9	1	1
49	8	1	1
28	14	1	1
23	17	1	1
39	10	0	1
35	11	1	1
64	6	1	1
48	8	0	1
24	16	0	1
38	10	1	1
63	6	0	1
42	9	1	1
31	12	0	1
53	7	1	1
37	10	0	1
46	8	1	1
33	11	0	1
24	15	0	1
60	6	0	1
40	9	0	1
21	17	0	1
51	7	0	1
22	16	0	1
35	10	1	1
50	7	0	1
29	12	1	1
23	15	1	1
43	8	1	1
49	7	1	1
26	13	0	1
56	6	1	1
42	8	1	1
37	9	1	1
25	13	1	1
54	6	1	1
36	9	0	1
18	18	1	1
46	7	0	1
32	10	0	1
53	6	1	1
24	13	0	1
26	12	0	1
31	10	0	1
44	7	0	1
22	14	0	1
18	17	1	1
43	7	1	1
30	10	1	1
27	11	0	1
37	8	1	1
21	14	0	1
36	8	1	1
32	9	1	1
48	6	0	1
47	6	1	1
20	14	0	1
31	9	0	1
21	13	1	1
30	9	0	1
38	7	1	1
29	9	1	1
16	16	1	1
32	8	0	1
28	9	1	1
36	7	0	1
25	10	1	1
24	10	1	1
30	8	0	1
39	6	0	1
32	7	1	1
18	12	0	1
36	6	0	1
30	7	1	1
35	6	1	1
15	14	1	1
16	13	0	1
26	8	1	1
23	9	0	1
18	11	0	1
28	7	0	1
15	13	0	1
16	12	1	1
19	10	1	1
21	9	1	1
17	11	1	1
23	8	0	1
14	13	0	1
26	7	1	1
17	10	0	1
15	11	0	1
27	6	0	1
16	10	1	1
13	12	0	1
26	6	0	1
15	10	1	1
21	7	1	1
13	11	0	1
14	10	1	1
15	9	1	1
16	8	0	1
19	6	0	1
14	8	0	1
16	7	0	1
11	10	0	1
10	10	1	1
12	8	1	1
10	8	0	1
11	7	1	1
9	8	1	1


336	1000	1000
90	87	1	1
88	88	0	1
90	84	1	1
90	83	0	1
88	84	0	1
89	83	0	1
90	82	1	1
87	84	1	1
88	83	0	1
90	81	1	1
88	80	1	1
89	79	0	1
87	80	1	1
88	79	0	1
90	77	0	1
84	82	1	1
88	78	0	1
89	77	0	1
90	76	0	1
83	82	1	1
84	81	0	1
85	80	0	1
89	76	1	1
83	81	1	1
89	75	1	1
90	74	1	1
82	81	1	1
87	76	0	1
88	75	0	1
90	73	0	1
82	79	1	1
89	72	0	1
81	79	1	1
83	77	0	1
90	71	1	1
88	72	1	1
81	78	1	1
82	77	1	1
86	73	1	1
86	72	0	1
88	70	0	1
83	74	1	1
85	72	0	1
90	68	0	1
80	76	0	1
89	68	1	1
90	67	1	1
86	70	0	1
79	76	0	1
87	69	0	1
89	67	0	1
85	70	0	1
77	77	1	1
79	75	1	1
87	68	0	1
83	71	1	1
84	70	1	1
90	65	1	1
86	68	1	1
81	72	1	1
77	75	1	1
84	68	0	1
80	71	0	1
85	66	0	1
80	70	1	1
90	62	1	1
85	65	1	1
89	62	0	1
87	63	0	1
75	72	1	1
80	67	0	1
85	63	1	1
82	65	1	1
74	72	1	1
78	68	1	1
84	63	1	1
80	66	0	1
73	72	0	1
74	71	1	1
89	59	0	1
76	69	1	1
83	63	0	1
78	67	1	1
84	62	0	1
80	65	0	1
75	69	0	1
77	67	1	1
87	59	1	1
82	62	0	1
86	59	0	1
83	61	1	1
87	58	0	1
90	56	0	1
73	69	0	1
75	66	1	1
77	64	1	1
73	67	1	1
75	65	1	1
87	56	0	1
70	69	1	1
72	67	1	1
81	59	1	1
77	62	0	1
70	68	1	1
74	64	0	1
83	57	1	1
77	61	0	1
69	68	1	1
70	67	0	1
90	52	1	1
72	65	0	1
73	64	1	1
74	63	0	1
79	59	1	1
83	56	0	1
69	67	0	1
84	55	1	1
71	65	1	1
82	56	1	1
90	51	0	1
85	54	0	1
74	62	0	1
88	52	1	1
86	53	0	1
77	59	1	1
89	51	1	1
84	54	1	1
72	63	0	1
81	56	0	1
78	58	1	1
87	52	1	1
85	53	0	1
79	57	0	1
90	50	0	1
70	64	0	1
71	63	1	1
74	60	1	1
67	66	1	1
68	65	1	1
71	62	0	1
80	55	0	1
88	50	1	1
72	61	1	1
86	51	0	1
84	52	1	1
74	59	1	1
82	53	1	1
79	55	1	1
71	61	0	1
74	58	0	1
84	51	0	1
87	49	1	1
72	59	0	1
77	55	0	1
66	64	0	1
74	57	1	1
86	49	0	1
81	52	1	1
79	53	1	1
76	55	1	1
72	58	1	1
77	54	1	1
67	62	1	1
83	50	0	1
86	48	0	1
84	49	1	1
77	53	1	1
80	51	1	1
69	59	1	1
90	45	1	1
79	51	0	1
73	55	1	1
83	48	0	1
64	62	0	1
86	46	0	1
68	58	0	1
74	53	1	1
70	56	0	1
80	49	1	1
89	44	0	1
87	45	0	1
79	49	0	1
73	53	1	1
84	46	1	1
77	50	0	1
80	48	1	1
89	43	1	1
83	46	1	1
68	56	1	1
88	43	0	1
63	60	0	1
90	42	1	1
64	59	0	1
65	58	1	1
71	53	1	1
72	52	1	1
68	55	1	1
89	42	1	1
81	46	0	1
64	58	1	1
66	56	0	1
90	41	1	1
80	46	0	1
75	49	1	1
61	60	0	1
73	50	0	1
65	56	1	1
88	41	0	1
62	58	0	1
78	46	0	1
85	42	0	1
74	48	1	1
61	58	1	1
62	57	1	1
64	55	0	1
69	51	0	1
90	39	0	1
66	53	0	1
67	52	1	1
60	58	1	1
79	44	1	1
68	51	1	1
77	45	0	1
65	53	1	1
70	49	0	1
60	57	0	1
76	45	0	1
67	51	1	1
61	56	1	1
62	55	1	1
63	54	0	1
85	40	0	1
87	39	0	1
77	44	0	1
65	52	1	1
58	58	1	1
80	42	1	1
60	56	0	1
78	43	1	1
86	39	0	1
67	50	0	1
62	54	0	1
63	53	0	1
68	49	0	1
83	40	1	1
77	43	1	1
60	55	0	1
62	53	0	1
67	49	0	1
82	40	0	1
68	48	1	1
58	56	0	1
69	47	0	1
90	36	0	1
77	42	0	1
61	53	1	1
85	38	0	1
62	52	0	1
87	37	1	1
89	36	1	1
80	40	0	1
64	50	1	1
68	47	0	1
71	45	1	1
76	42	1	1
65	49	1	1
69	46	0	1
66	48	1	1
62	51	1	1
83	38	1	1
70	45	1	1
90	35	0	1
73	43	1	1
87	36	1	1
78	40	0	1
82	38	1	1
61	51	0	1
74	42	1	1
66	47	1	1
62	50	0	1
88	35	0	1
70	44	0	1
81	38	0	1
57	54	1	1
61	50	1	1
78	39	0	1
80	38	1	1
62	49	0	1
56	54	1	1
58	52	0	1
83	36	0	1
62	48	0	1
66	45	0	1
90	33	1	1
56	53	0	1
76	39	1	1
67	44	1	1
64	46	1	1
70	42	0	1
89	33	1	1
77	38	1	1
75	39	1	1
68	43	1	1
56	52	1	1
71	41	1	1
66	44	1	1
58	50	1	1
59	49	0	1
74	39	0	1
64	45	0	1
72	40	0	1
87	33	1	1
56	51	0	1
73	39	1	1
58	49	1	1
63	45	0	1
60	47	0	1
88	32	1	1
74	38	0	1
80	35	1	1
57	49	0	1
62	45	0	1
63	44	0	1
69	40	0	1
60	46	1	1
86	32	1	1
55	50	1	1
61	45	1	1
56	49	0	1
68	40	0	1
80	34	1	1
66	41	1	1
73	37	0	1
87	31	0	1
69	39	1	1
84	32	0	1
57	47	1	1
81	33	0	1
62	43	0	1
74	36	1	1
72	37	1	1
53	50	0	1
63	42	0	1
55	48	0	1
60	44	0	1
75	35	0	1
82	32	0	1
61	43	1	1
67	39	0	1
62	42	1	1
54	48	0	1
81	32	0	1
74	35	1	1
76	34	0	1
68	38	1	1
57	45	0	1
51	50	1	1
75	34	0	1
52	49	1	1
77	33	1	1
59	43	1	1
79	32	0	1
90	28	1	1
57	44	0	1
52	48	0	1
85	29	1	1
77	32	0	1
60	41	0	1
57	43	1	1
52	47	0	1
58	42	0	1
64	38	0	1
90	27	1	1
59	41	1	1
62	39	1	1
69	35	1	1
71	34	1	1
80	30	0	1
77	31	0	1
54	44	0	1
64	37	1	1
55	43	1	1
62	38	0	1
49	48	0	1
84	28	1	1
87	27	1	1
71	33	1	1
78	30	0	1
57	41	1	1
73	32	0	1
63	37	0	1
54	43	1	1
89	26	0	1
66	35	0	1
70	33	0	1
49	47	1	1
79	29	1	1
76	30	0	1
69	33	0	1
84	27	1	1
54	42	0	1
87	26	1	1
61	37	1	1
51	44	1	1
56	40	1	1
74	30	0	1
54	41	0	1
79	28	1	1
67	33	1	1
85	26	1	1
63	35	1	1
71	31	1	1
55	40	1	1
88	25	1	1
81	27	1	1
66	33	0	1
87	25	0	1
53	41	1	1
70	31	1	1
90	24	1	1
48	45	0	1
77	28	1	1
58	37	1	1
55	39	0	1
63	34	0	1
69	31	0	1
89	24	0	1
82	26	1	1
56	38	1	1
59	36	1	1
46	46	0	1
47	45	1	1
64	33	1	1
49	43	0	1
81	26	1	1
70	30	0	1
58	36	1	1
52	40	1	1
83	25	1	1
56	37	1	1
48	43	0	1
71	29	1	1
49	42	0	1
73	28	0	1
51	40	0	1
85	24	1	1
70	29	0	1
63	32	0	1
49	41	0	1
54	37	0	1
51	39	0	1
71	28	0	1
66	30	0	1
55	36	0	1
76	26	1	1
52	38	1	1
68	29	0	1
82	24	0	1
70	28	0	1
61	32	1	1
50	39	0	1
81	24	0	1
67	29	1	1
69	28	0	1
47	41	0	1
77	25	0	1
62	31	1	1
56	34	0	1
73	26	0	1
65	29	0	1
47	40	1	1
52	36	1	1
78	24	0	1
85	22	1	1
49	38	1	1
60	31	1	1
64	29	0	1
58	32	0	1
74	25	0	1
45	41	0	1
46	40	1	1
54	34	1	1
47	39	0	1
73	25	1	1
57	32	0	1
76	24	0	1
65	28	1	1
55	33	0	1
67	27	0	1
53	34	1	1
45	40	1	1
90	20	1	1
58	31	0	1
62	29	0	1
64	28	0	1
47	38	0	1
66	27	0	1
54	33	1	1
71	25	1	1
61	29	0	1
43	41	0	1
44	40	1	1
70	25	0	1
53	33	1	1
46	38	1	1
47	37	1	1
79	22	1	1
56	31	0	1
62	28	0	1
54	32	1	1
64	27	1	1
72	24	1	1
42	41	1	1
44	39	0	1
46	37	1	1
63	27	1	1
85	20	0	1
47	36	1	1
89	19	0	1
65	26	0	1
58	29	0	1
56	30	1	1
70	24	0	1
80	21	1	1
76	22	1	1
64	26	0	1
79	21	0	1
69	24	1	1
72	23	0	1
55	30	1	1
82	20	0	1
71	23	1	1
51	32	0	1
44	37	1	1
65	25	1	1
56	29	0	1
90	18	1	1
77	21	1	1
62	26	1	1
52	31	1	1
89	18	0	1
47	34	0	1
84	19	0	1
76	21	0	1
55	29	0	1
43	37	1	1
69	23	0	1
44	36	1	1
72	22	0	1
51	31	1	1
45	35	0	1
49	32	0	1
68	23	1	1
71	22	1	1
52	30	1	1
41	38	1	1
82	19	0	1
50	31	0	1
48	32	0	1
61	25	1	1
40	38	1	1
89	17	1	1
63	24	1	1
58	26	1	1
43	35	1	1
75	20	0	1
88	17	1	1
68	22	1	1
44	34	0	1
65	23	0	1
45	33	1	1
78	19	1	1
87	17	1	1
51	29	1	1
59	25	1	1
70	21	0	1
